Word,Count
the,16
to,8
of,7
is,6
your,6
it,5
grace,4
in,4
his,3
i,3
laenor,3
you,3
do,2
he,2
lord,2
me,2
my,2
not,2
rhaenyra,2
ser,2
that,2
would,2
a,1
after,1
ago,1
and,1
any,1
are,1
assuage,1
at,1
before,1
best,1
between,1
blood,1
breach,1
but,1
century,1
children,1
corlys,1
counseled,1
course,1
cousin,1
criston,1
daughters,1
descent,1
drove,1
edge,1
expects,1
fighting,1
find,1
flatter,1
for,1
gate,1
half,1
has,1
have,1
hear,1
heir,1
her,1
him,1
hope,1
house,1
houses,1
imagined,1
jaehaerys,1
jason,1
king,1
kingswood,1
last,1
madness,1
massing,1
match,1
matter,1
midday,1
much,1
must,1
narrowed,1
no,1
on,1
opinion,1
or,1
out,1
over,1
particular,1
peace,1
pray,1
presently,1
princess,1
pure,1
real,1
realm,1
reasoning,1
remains,1
rhaenys,1
riders,1
river,1
ruled,1
same,1
sea,1
seem,1
sent,1
shares,1
since,1
sister,1
slights,1
snake,1
so,1
some,1
son,1
spoke,1
stepstones,1
survives,1
take,1
they,1
together,1
tradition,1
us,1
valyrian,1
we,1
we've,1
wealthiest,1
went,1
while,1
wife,1
wish,1
with,1
years,1
