Word,Count
the,201
to,129
you,101
i,94
of,83
your,70
a,63
is,63
and,61
it,57
have,45
in,43
that,42
my,41
grace,40
for,37
not,37
be,35
me,29
his,28
do,25
rhaenyra,25
will,25
but,24
would,23
her,22
if,22
as,20
he,20
princess,20
was,20
no,19
this,19
what,19
with,19
king,17
been,16
on,16
daemon,15
has,15
must,15
we,15
all,14
are,14
him,14
lord,14
at,13
one,13
us,13
out,12
realm,12
she,12
aegon,11
it's,11
name,11
now,11
son,11
heir,10
prince,10
so,10
were,10
by,9
day,9
did,9
from,9
make,9
might,9
stepstones,9
when,9
can,8
had,8
he's,8
here,8
how,8
i've,8
men,8
own,8
seven,8
them,8
they,8
war,8
well,8
again,7
am,7
course,7
dragons,7
enough,7
ever,7
father,7
jason,7
more,7
our,7
sea,7
ships,7
should,7
think,7
years,7
an,6
because,6
believe,6
crown,6
don't,6
gods,6
house,6
hunt,6
i'm,6
kingswood,6
lannister,6
made,6
marry,6
may,6
never,6
only,6
perhaps,6
rock,6
ser,6
their,6
viserys,6
white,6
who,6
why,6
yes,6
casterly,5
caves,5
come,5
does,5
good,5
know,5
lady,5
like,5
long,5
man,5
mother,5
or,5
queen,5
say,5
see,5
sure,5
take,5
then,5
wish,5
wouldn't,5
after,4
age,4
before,4
best,4
born,4
brother,4
came,4
child,4
choice,4
command,4
crabfeeder,4
dragon,4
even,4
find,4
hart,4
honor,4
into,4
join,4
king's,4
laenor,4
loose,4
many,4
match,4
matter,4
much,4
named,4
off,4
once,4
over,4
please,4
quite,4
reminded,4
second,4
since,4
snake,4
some,4
something,4
these,4
throne,4
time,4
triarchy,4
two,4
velaryon,4
we've,4
where,4
wine,4
yourself,4
aid,3
another,3
any,3
being,3
boy,3
call,3
clear,3
corlys,3
could,3
criston,3
daughter,3
days,3
death,3
drahar,3
effort,3
end,3
every,3
family,3
fighting,3
firstborn,3
foot,3
fսcking,3
give,3
great,3
hail,3
hand,3
high,3
hope,3
husband,3
i'd,3
instead,3
kingdoms,3
knight,3
late,3
leave,3
losing,3
love,3
need,3
oh,3
power,3
pray,3
return,3
rhaenyra's,3
right,3
said,3
send,3
sent,3
show,3
station,3
strength,3
targaryen,3
tell,3
than,3
thank,3
there,3
thought,3
three,3
true,3
tyland,3
uncle,3
under,3
want,3
wanted,3
wife,3
without,3
you're,3
advantage,2
aegon's,2
ago,2
alone,2
always,2
among,2
assumed,2
babe,2
behind,2
believed,2
between,2
beyond,2
bit,2
blood,2
bloodstone,2
bring,2
camp,2
ceaselessly,2
celebrate,2
celebration,2
certain,2
children,2
common,2
council,2
crabs,2
dear,2
deliver,2
discuss,2
dracarys,2
dragon's,2
dragonpit,2
duty,2
dwarfstone,2
eating,2
everything,2
eye,2
far,2
few,2
first,2
fled,2
fleet,2
flesh,2
forever,2
found,2
further,2
fսck,2
girl,2
go,2
ground,2
hair,2
half,2
hands,2
happy,2
hear,2
held,2
help,2
himself,2
hold,2
home,2
honestly,2
hoping,2
houses,2
hunting,2
huntsman,2
imagined,2
intervene,2
jaehaerys,2
johanna,2
just,2
kill,2
kingdom,2
kingsguard,2
knows,2
ladies,2
landing,2
last,2
least,2
left,2
longer,2
lords,2
loss,2
married,2
master,2
mean,2
mind,2
myself,2
needs,2
night,2
nock,2
none,2
north,2
offer,2
often,2
otto,2
peace,2
place,2
plea,2
positions,2
presence,2
pride,2
prize,2
proposals,2
provide,2
question,2
quickly,2
raise,2
rather,2
reason,2
rebellion,2
recall,2
redwyne,2
remains,2
replace,2
report,2
retreat,2
role,2
royal,2
ruled,2
save,2
saw,2
seen,2
sending,2
served,2
set,2
shall,2
soldiers,2
someone,2
sooner,2
sorry,2
splendid,2
spoke,2
started,2
still,2
stop,2
suited,2
supplanted,2
ten,2
that's,2
there's,2
those,2
though,2
today,2
together,2
too,2
toothless,2
tradition,2
trail,2
truly,2
truth,2
trying,2
until,2
urgent,2
vaemond,2
wait,2
wants,2
way,2
wed,2
while,2
whoa,2
wishes,2
within,2
word,2
would've,2
you've,2
young,2
000,1
10,1
15,1
16,1
18,1
2,1
35,1
60,1
abducted,1
able,1
about,1
above,1
absence,1
abyss,1
accept,1
accounts,1
across,1
addam,1
admit,1
adventure,1
adventurous,1
against,1
ahead,1
alicent,1
alive,1
alliances,1
allow,1
already,1
amongst,1
andals,1
anger,1
angry,1
anything,1
apart,1
appear,1
archers,1
army,1
arrogant,1
ascend,1
assail,1
assembled,1
assuage,1
attack,1
attempt,1
attended,1
attrition,1
away,1
aye,1
back,1
bad,1
badly,1
baggage,1
bait,1
bannermen,1
bastard,1
battle,1
beast,1
beautiful,1
begin,1
beginning,1
begun,1
behalf,1
betroth,1
betrothal,1
betrothed,1
better,1
big,1
birthright,1
blackhaven,1
blessed,1
bloodstone's,1
blunted,1
boars,1
bolster,1
bones,1
book,1
bore,1
breach,1
breakbones,1
broken,1
build,1
burn,1
cake,1
can't,1
cannot,1
carcass,1
cause,1
cease,1
ceira,1
century,1
chase,1
choices,1
chokepoint,1
circle,1
circumstance,1
cities,1
claim,1
clearly,1
closer,1
cole,1
comfortable,1
coming,1
commands,1
company,1
compensated,1
complaints,1
condition,1
conqueror,1
conqueror's,1
consequence,1
consort,1
contented,1
continue,1
contrarian,1
control,1
corner,1
cornered,1
correct,1
could've,1
counseled,1
courtyard,1
cousin,1
cover,1
crab,1
created,1
cross,1
cսոts,1
dark,1
daughters,1
decide,1
decided,1
decision,1
decisions,1
defend,1
delight,1
deny,1
depart,1
descent,1
desire,1
die,1
dine,1
discomforting,1
dissent,1
doing,1
doomed,1
doubt,1
down,1
dragged,1
dragonback,1
dragonriders,1
dragonstone,1
draw,1
dream,1
dreamer,1
dreamers,1
driftmark,1
driven,1
droppings,1
drove,1
droves,1
drowning,1
dug,1
dull,1
dunes,1
duties,1
dwindles,1
ears,1
east,1
eat,1
edge,1
either,1
else,1
ended,1
endless,1
enjoy,1
enjoyed,1
estranged,1
evaded,1
excellent,1
excuse,1
exist,1
expects,1
eyes,1
face,1
fail,1
fall,1
faltering,1
fared,1
father's,1
favor,1
fear,1
feast,1
feed,1
feel,1
feeling,1
fete,1
file,1
final,1
fine,1
finest,1
fish,1
flames,1
flatter,1
fleets,1
flung,1
food,1
forbade,1
forces,1
forge,1
forged,1
formal,1
fortify,1
fortnight,1
free,1
fresh,1
frightfully,1
