Word,Count
a,14
i,12
the,9
is,8
what,8
it,7
you,7
and,6
he,6
to,6
your,6
are,5
my,5
of,5
ah,4
am,4
in,4
this,4
all,3
back,3
from,3
just,3
me,3
no,3
she,3
take,3
there,3
they,3
with,3
again,2
as,2
at,2
be,2
for,2
going,2
grace,2
he's,2
hmm,2
if,2
joffrey,2
knight,2
not,2
out,2
right,2
say,2
showed,2
some,2
took,2
walk,2
we,2
were,2
absent,1
absurd,1
adventure,1
affairs,1
afoot,1
after,1
alliance,1
always,1
arm,1
battle,1
beard,1
been,1
before,1
big,1
blood,1
boy,1
called,1
can,1
cargo,1
child,1
come,1
coming,1
could,1
course,1
court,1
daughter,1
dear,1
deserve,1
didn't,1
don't,1
done,1
dorne,1
down,1
dragonpit,1
dragonstone,1
dyes,1
ear,1
eh,1
enliven,1
exerted,1
faithfully,1
family,1
father's,1
fell,1
few,1
fighting,1
fine,1
flees,1
frocks,1
gathers,1
general,1
giant,1
glad,1
gone,1
good,1
has,1
have,1
he'll,1
heard,1
helaena,1
her,1
here,1
heroically,1
herself,1
him,1
his,1
honest,1
honey,1
i'm,1
i've,1
indeed,1
insinuations,1
its,1
jace,1
lance,1
least,1
let,1
life,1
little,1
make,1
maybe,1
mention,1
mind,1
mmm,1
months,1
much,1
need,1
new,1
now,1
offer,1
oh,1
once,1
our,1
owed,1
own,1
pain,1
painful,1
part,1
party,1
past,1
pirate,1
played,1
position,1
possibly,1
pour,1
purple,1
qarl,1
qarl's,1
rest,1
rhaenyra,1
sack,1
said,1
sailor,1
sapphires,1
says,1
sea,1
search,1
send,1
ships,1
should,1
shoulder,1
slew,1
stepstones,1
storm,1
takes,1
ten,1
terribly,1
then,1
they're,1
thought,1
through,1
time,1
triarchy,1
turning,1
two,1
tyroshi,1
us,1
very,1
walnuts,1
want,1
war,1
warrior,1
was,1
waylaying,1
wears,1
well,1
where,1
who,1
wife,1
wise,1
woman,1
women's,1
would,1
years,1
you've,1
